afiro & size & t & 13.739 & 11.71 & 5.772 & 7.645 \\
    &    & t/I & 0.104 & 0.286 & 0.262 & 0.306 \\ 
blend & size & t & 157.61 & 823.995 & 55.006 & 64.584 \\
    &    & t/I & 0.115 & 0.317 & 0.314 & 0.371 \\
sc50a & size & t & 54.251 & 46.557 & 13.55 & 12.82 \\
    &    & t/I & 0.113 & 0.286 & 0.295 & 0.313 \\
sc50b & size & t & 23.272 & 30.418 & 9.257 & 16.59 \\
    &    & t/I & 0.118 & 0.295 & 0.264 & 0.474 \\
scagr7 & size & t & 679.477 & 906.311 & 49.853 & 79.193 \\ 
    &    & t/I & 0.145 & 0.327 & 0.274 & 0.343 \\
seba & size & t & 643.096 & 522.892 & 475.065 & 401.993 \\
   &    & t/I & 1.72 & 2.206 & 2.387 & 2.02 \\
stocfor1 & size & t & 33.438 & 336.369 & 52.109 & 45.936 \\
     &    & t/I & 0.11 & 0.333 & 0.298 & 0.446 \\
